department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted
1,2,1,1,1,2,37,4.0,2,0,86,0
8,10,1,1,2,1,29,5.0,6,0,45,0
6,15,1,1,1,2,35,4.0,9,0,70,0
8,7,3,2,2,2,34,1.0,7,0,43,0
5,13,3,2,1,1,43,5.0,19,0,56,0
5,12,1,1,1,1,29,4.0,6,0,59,0
8,1,3,1,1,1,33,4.0,7,0,54,0
5,15,1,1,2,1,27,5.0,4,0,58,0
4,2,1,1,1,1,32,5.0,6,0,60,0
8,26,1,1,1,1,48,3.0,2,0,54,0
1,9,3,1,1,1,30,3.0,3,0,85,0
8,14,3,1,1,1,34,1.0,7,0,53,0
9,2,3,1,1,1,38,3.0,4,0,82,0
6,7,1,2,1,1,28,5.0,4,0,68,1
1,28,3,1,1,2,31,3.0,8,0,86,0
1,7,3,1,1,1,46,4.0,7,0,91,1
3,2,3,1,1,1,41,1.0,15,0,44,0
2,4,3,2,1,1,34,3.0,4,0,62,0
5,15,1,2,2,1,35,5.0,9,0,67,0
9,31,1,2,2,1,35,3.0,3,0,79,0
8,12,1,1,1,1,28,,1,0,45,0
8,10,1,1,1,1,31,3.0,3,0,51,0
6,13,1,1,1,2,34,3.0,9,0,71,0
5,20,1,1,2,1,27,4.0,6,0,62,0
6,22,3,2,2,1,42,3.0,5,0,66,0
5,11,1,2,2,1,29,2.0,3,0,61,0
8,15,1,1,1,1,39,2.0,3,0,51,0
5,15,1,1,1,1,28,1.0,4,0,61,0
6,2,3,2,1,1,51,1.0,7,0,68,0
8,24,3,1,2,1,34,3.0,7,0,53,0
1,22,1,1,3,1,28,5.0,2,0,81,0
6,2,3,2,1,1,35,3.0,6,0,75,0
6,22,1,1,2,1,29,4.0,4,0,69,0
8,2,1,1,1,1,25,,1,0,48,1
8,33,1,1,2,1,35,1.0,2,0,51,0
8,15,,1,2,1,25,5.0,2,0,50,0
5,4,3,2,2,1,32,4.0,9,0,58,0
8,2,1,2,1,1,39,5.0,10,0,49,0
8,4,3,2,2,1,42,3.0,10,0,53,0
5,1,1,1,1,1,31,5.0,4,0,60,0
5,31,1,1,2,1,33,4.0,5,0,60,0
5,26,1,2,1,1,31,4.0,4,1,58,0
2,11,1,2,1,1,29,5.0,4,0,62,0
5,5,1,1,1,1,31,5.0,7,0,61,0
8,13,1,1,1,1,35,1.0,6,0,50,0
4,26,1,1,2,1,41,3.0,10,0,61,0
2,4,3,1,1,1,45,4.0,14,0,62,0
8,29,1,1,1,2,28,,1,0,51,0
8,15,3,2,1,1,32,3.0,5,0,49,0
2,2,1,2,1,1,47,1.0,14,0,57,0
3,15,3,1,2,1,31,3.0,7,0,48,0
1,31,1,1,1,1,36,4.0,2,0,84,0
8,31,1,1,2,1,24,,1,0,52,0
5,22,1,1,1,1,35,5.0,5,0,58,0
5,22,1,1,1,1,29,4.0,2,0,56,0
1,22,1,1,2,1,31,4.0,4,0,87,0
5,16,1,1,1,1,23,4.0,2,0,61,0
5,22,1,1,1,2,37,4.0,12,0,57,1
7,16,1,1,1,1,33,4.0,7,0,85,0
9,32,1,1,1,1,30,1.0,4,0,77,0
8,10,3,1,1,1,41,3.0,4,0,48,0
8,13,1,1,1,2,34,3.0,6,0,48,0
2,2,1,1,1,1,24,4.0,2,0,57,0
8,7,3,1,2,1,54,3.0,24,0,49,0
5,22,1,2,1,1,34,5.0,9,0,60,0
8,22,,1,2,2,26,2.0,4,0,45,0
6,13,3,1,1,1,55,3.0,4,0,65,0
9,22,1,1,1,2,26,3.0,5,0,82,0
5,7,1,2,2,1,40,3.0,6,0,62,0
6,7,1,2,2,1,33,5.0,6,0,69,0
5,23,3,1,2,1,37,5.0,5,0,64,0
1,2,1,2,1,3,32,3.0,7,0,82,0
3,2,1,2,2,1,31,3.0,3,0,49,0
9,2,1,2,1,2,29,4.0,4,0,82,0
7,4,3,1,1,1,40,3.0,3,0,83,0
9,22,1,2,2,1,34,3.0,7,1,83,1
1,31,1,2,1,1,27,1.0,3,1,88,0
8,29,1,1,1,1,25,,1,0,49,0
8,15,3,1,1,1,36,1.0,5,0,49,0
9,2,1,1,2,1,53,3.0,5,0,81,0
8,22,3,1,2,1,55,5.0,4,0,48,0
8,2,3,1,1,1,47,5.0,8,0,46,0
8,22,1,2,1,1,35,1.0,3,0,49,0
9,2,3,1,3,1,38,5.0,4,0,82,1
2,23,1,1,1,1,31,5.0,5,0,56,0
7,13,3,1,1,2,33,5.0,6,0,84,0
8,31,3,1,2,1,34,4.0,10,0,51,0
1,13,1,1,1,2,33,4.0,7,0,78,0
9,6,1,2,2,1,26,,1,0,84,0
6,8,3,2,2,1,40,5.0,3,0,68,0
9,2,3,1,1,1,51,3.0,6,0,76,0
2,2,2,1,1,2,24,,1,0,63,0
8,12,1,1,1,1,37,3.0,8,0,45,0
4,2,1,1,1,1,25,,1,0,56,0
6,22,3,1,2,3,43,4.0,4,0,70,0
5,32,1,1,1,1,29,3.0,3,0,63,0
2,22,1,2,1,1,25,5.0,2,1,90,1
3,7,2,1,2,1,26,4.0,2,0,49,0
5,9,1,1,2,1,30,5.0,5,0,63,0
5,2,1,1,1,1,47,3.0,6,0,57,0
5,15,3,2,2,2,42,3.0,13,0,55,0
8,2,3,1,1,2,54,3.0,19,0,45,0
9,2,3,1,1,1,56,3.0,19,0,83,0
8,32,1,1,1,1,39,2.0,9,0,47,0
8,33,3,1,1,2,40,3.0,9,0,52,0
1,22,3,1,2,1,32,3.0,6,0,84,0
7,22,3,1,1,1,28,3.0,2,0,81,0
1,22,1,1,2,2,26,4.0,2,0,86,0
5,22,3,1,2,2,33,5.0,6,0,58,1
7,27,3,1,1,2,33,3.0,3,0,81,0
5,29,1,1,2,1,29,5.0,2,0,65,0
6,11,1,1,1,1,43,2.0,19,0,71,0
5,24,1,2,2,1,29,4.0,4,0,58,0
7,22,1,1,1,1,28,3.0,3,0,79,0
9,4,3,1,2,1,47,3.0,6,0,75,0
9,8,3,2,2,1,31,3.0,3,0,84,0
8,7,1,1,2,1,41,4.0,12,0,61,1
6,26,1,1,2,1,38,3.0,2,0,66,0
8,8,1,1,1,2,31,4.0,4,0,45,0
8,22,1,2,2,2,30,3.0,4,0,52,0
5,4,3,1,1,1,45,4.0,3,0,55,0
1,2,1,1,1,1,46,5.0,18,0,88,0
3,2,,1,2,1,34,5.0,9,0,52,0
8,4,1,1,1,1,40,5.0,8,0,52,0
5,8,1,1,1,1,28,3.0,2,0,56,0
9,2,3,1,1,1,36,5.0,6,0,79,0
8,32,1,1,1,2,30,,1,0,48,0
5,2,1,1,1,1,53,4.0,12,0,55,0
9,11,3,2,2,1,33,4.0,10,0,74,0
9,26,1,1,1,1,28,,1,0,81,0
7,22,1,1,2,2,28,5.0,3,0,83,1
7,2,1,1,2,2,30,4.0,5,0,84,0
1,2,1,1,1,1,56,4.0,27,0,88,0
6,2,1,1,2,1,23,,1,0,68,0
8,32,1,1,2,1,28,4.0,5,0,49,0
1,2,3,1,1,1,39,3.0,4,0,82,0
8,1,1,2,1,1,29,4.0,5,0,45,0
6,20,1,2,1,1,31,2.0,3,0,70,0
8,1,1,2,1,1,29,,1,0,45,1
1,2,,2,1,1,24,,1,0,83,0
9,7,3,2,2,1,39,4.0,4,0,78,0
6,22,1,1,1,2,30,3.0,4,0,72,0
9,22,1,1,1,1,29,4.0,8,0,82,0
1,27,1,1,2,1,35,4.0,10,0,84,0
2,2,2,1,1,2,25,3.0,2,0,59,0
8,10,1,1,2,2,33,1.0,6,0,53,0
9,2,1,1,2,1,38,3.0,9,0,82,1
6,26,1,1,1,1,29,,1,0,72,0
2,32,1,1,1,1,29,3.0,6,0,62,0
8,29,1,2,1,1,28,5.0,5,0,47,0
5,21,1,1,2,1,36,3.0,4,0,63,0
6,15,1,1,1,1,34,3.0,6,0,70,0
8,26,1,1,2,1,45,3.0,7,0,50,0
5,22,1,1,2,2,26,5.0,4,0,58,0
1,12,1,1,1,1,28,5.0,3,0,81,0
9,2,1,1,3,2,32,3.0,5,0,80,0
8,7,,1,1,1,35,2.0,3,0,43,0
9,4,1,1,2,1,38,5.0,10,0,82,1
6,2,1,2,2,1,60,5.0,12,0,71,0
8,2,3,1,2,1,53,5.0,13,0,51,0
8,7,1,1,2,1,27,3.0,4,0,48,0
5,6,1,1,2,1,30,4.0,3,0,61,0
8,2,1,1,2,2,31,3.0,4,0,55,0
8,2,,1,2,1,23,4.0,2,1,49,0
8,26,1,2,1,1,27,4.0,6,1,49,0
6,7,3,1,2,1,36,3.0,3,0,67,0
2,2,3,1,1,1,34,4.0,6,0,62,0
3,22,1,1,2,1,23,3.0,2,0,49,0
3,31,1,2,1,2,29,3.0,4,0,47,0
8,2,,1,1,1,28,1.0,3,0,52,0
3,31,1,1,1,1,27,,1,0,50,0
6,2,1,2,2,1,34,4.0,2,0,71,0
8,16,1,2,2,1,33,1.0,2,0,48,0
6,16,1,1,1,1,37,3.0,2,0,75,0
5,22,1,1,1,1,37,3.0,3,0,59,0
9,7,1,1,1,1,35,3.0,4,0,76,0
9,14,1,2,1,1,28,,1,0,83,0
8,7,,1,1,1,39,2.0,3,0,48,0
9,2,3,2,1,1,55,4.0,28,0,83,0
5,15,,1,2,1,34,3.0,3,0,58,0
8,2,1,2,1,1,60,1.0,10,0,49,0
8,9,,1,2,1,31,3.0,3,0,52,0
8,2,1,1,1,1,60,5.0,11,0,64,1
8,7,1,1,2,1,32,5.0,9,0,49,0
8,2,1,2,2,1,57,4.0,10,0,50,0
5,2,3,1,2,1,33,3.0,6,0,58,1
8,8,1,1,1,2,26,1.0,2,0,50,0
9,13,3,2,2,1,33,4.0,5,0,79,0
8,1,1,1,1,1,31,5.0,8,0,46,0
5,22,1,1,1,1,31,3.0,2,0,52,0
8,28,1,2,2,2,27,1.0,3,0,48,0
1,2,1,1,2,2,25,4.0,2,0,82,0
6,2,1,2,1,2,27,3.0,2,0,71,0
5,30,1,2,1,1,39,4.0,10,0,60,0
8,13,1,1,2,1,42,5.0,5,0,50,0
5,22,3,1,3,1,31,3.0,5,0,77,1
7,7,1,1,2,1,29,5.0,5,1,86,1
7,25,3,1,1,1,37,5.0,6,0,90,0
8,13,3,1,2,1,41,1.0,7,0,55,0
5,26,1,1,2,1,25,,1,0,57,0
8,22,1,2,1,2,28,1.0,3,0,48,0
1,22,1,1,2,2,45,5.0,16,0,88,0
5,26,1,2,1,1,28,2.0,3,0,60,0
9,5,1,1,2,1,30,4.0,2,0,82,0
6,2,1,2,2,1,33,4.0,5,0,70,0
8,7,3,1,1,1,48,3.0,17,0,48,0
8,19,1,1,1,1,33,2.0,3,0,48,0
6,31,1,2,2,1,27,4.0,2,0,71,0
4,7,3,1,2,1,41,5.0,10,0,61,0
8,16,1,1,1,2,46,1.0,14,0,52,0
1,2,1,1,1,1,32,3.0,4,0,84,0
3,2,3,2,1,1,35,3.0,7,0,45,0
6,6,1,1,1,1,24,1.0,2,1,63,0
3,2,1,2,2,1,52,4.0,9,0,50,0
8,2,3,1,1,1,57,5.0,13,0,51,0
8,3,3,1,1,1,47,1.0,4,0,48,0
9,16,1,2,2,1,31,4.0,5,0,79,0
1,2,1,1,2,1,30,4.0,9,0,86,0
8,2,1,1,2,1,38,4.0,4,0,48,0
5,31,1,2,2,1,28,3.0,5,0,57,0
1,22,1,1,2,1,27,1.0,2,0,82,0
1,22,1,2,2,1,29,2.0,2,0,87,0
6,4,1,2,2,1,30,3.0,7,0,72,0
6,22,1,2,1,1,26,4.0,1,0,65,0
8,23,1,1,1,4,36,3.0,9,0,45,0
9,7,1,1,1,1,37,5.0,2,0,79,0
8,30,1,1,1,2,30,3.0,6,0,50,0
8,20,1,1,2,1,32,5.0,6,0,52,0
6,8,3,1,2,1,40,3.0,10,0,75,0
3,25,1,2,1,1,27,4.0,3,0,47,0
8,27,1,1,1,1,35,4.0,2,0,44,0
5,2,1,2,2,1,43,3.0,13,0,58,0
5,22,1,2,1,2,31,4.0,6,0,56,0
9,26,1,1,2,1,32,5.0,6,0,77,1
7,29,3,1,2,1,29,1.0,2,0,85,0
8,23,3,1,2,1,34,5.0,7,0,55,0
8,1,3,1,1,1,33,1.0,4,0,47,0
8,14,3,1,2,1,37,3.0,6,0,44,0
2,26,1,1,2,1,28,3.0,5,0,56,0
8,26,1,1,1,2,26,1.0,3,0,49,0
8,13,1,1,1,1,37,1.0,4,0,88,1
5,23,1,1,2,2,33,4.0,9,0,60,0
4,2,3,2,1,3,40,5.0,4,0,58,0
4,22,1,1,1,1,33,1.0,7,0,56,0
3,12,1,2,1,1,27,4.0,5,0,50,0
9,15,1,1,2,1,46,3.0,14,0,86,0
8,11,1,1,1,1,30,3.0,3,0,52,0
8,4,1,1,2,4,27,4.0,3,0,47,0
2,2,1,1,1,3,50,4.0,5,0,60,0
9,2,1,2,3,3,31,5.0,6,0,82,0
2,15,1,1,2,1,29,3.0,3,0,65,0
5,12,1,2,1,1,30,2.0,5,0,56,0
8,2,1,2,1,1,35,5.0,9,0,49,0
8,13,1,1,2,1,49,2.0,18,0,45,0
1,31,1,1,2,2,31,5.0,5,0,88,0
8,16,1,1,2,1,53,5.0,22,0,48,0
9,2,1,1,2,2,40,1.0,3,0,83,0
5,7,1,2,2,1,31,5.0,3,0,57,0
8,30,1,2,2,1,27,3.0,4,0,51,0
8,14,1,1,1,1,34,1.0,7,0,51,0
8,2,3,1,1,1,54,3.0,4,0,54,0
3,13,1,1,1,1,29,5.0,6,0,45,0
5,15,1,1,1,1,43,5.0,13,0,57,0
5,19,1,2,2,1,28,3.0,2,0,63,1
8,7,1,1,1,1,32,5.0,6,0,49,0
1,22,1,1,1,2,26,3.0,3,0,86,0
8,2,1,1,2,1,30,5.0,3,0,52,0
9,13,3,2,2,1,37,4.0,9,0,82,0
2,28,3,1,2,1,35,1.0,6,0,62,0
8,13,3,1,3,1,31,1.0,5,0,52,0
8,25,1,1,2,1,33,5.0,6,0,47,0
5,2,3,1,1,1,32,2.0,4,0,59,0
8,22,1,1,2,1,36,4.0,7,0,47,0
8,9,1,1,2,2,28,2.0,3,0,53,0
6,12,1,1,1,1,28,5.0,4,0,69,0
8,10,3,2,2,1,38,1.0,8,0,54,0
8,19,1,1,1,1,28,4.0,2,0,45,0
6,2,3,1,1,1,41,2.0,6,0,67,0
8,29,3,1,2,2,32,3.0,6,0,43,0
8,30,1,2,1,1,32,2.0,5,0,50,0
6,13,1,2,2,1,28,4.0,2,0,67,0
5,2,3,1,1,1,36,1.0,3,0,60,0
6,30,1,1,1,2,31,4.0,4,0,69,0
8,8,1,1,2,1,29,5.0,5,0,51,0
1,13,3,1,2,2,38,5.0,9,0,81,0
8,22,,2,2,1,27,,1,0,52,0
1,28,1,1,1,2,38,5.0,9,0,86,1
4,9,1,1,1,1,31,4.0,6,0,62,0
6,2,1,2,2,1,37,4.0,5,0,68,0
9,16,1,1,2,1,27,,1,0,82,1
9,16,1,1,2,1,37,3.0,2,0,82,0
9,16,2,1,2,1,25,4.0,4,0,82,1
8,15,1,1,1,1,52,1.0,7,0,51,0
6,8,1,2,1,1,29,3.0,2,0,66,0
2,22,1,1,2,1,28,3.0,4,0,58,0
8,2,,1,1,1,25,4.0,2,0,50,0
6,2,1,2,3,1,34,4.0,4,0,69,0
1,8,1,1,2,1,31,3.0,6,0,85,0
5,14,1,2,1,1,29,3.0,8,0,59,0
8,10,3,2,2,1,40,3.0,7,0,50,0
9,6,1,2,2,1,27,,1,0,78,0
9,28,1,2,2,2,31,1.0,4,1,78,0
8,7,1,1,1,1,35,1.0,2,0,46,0
5,4,3,1,2,1,26,5.0,1,0,60,0
5,22,1,2,1,1,35,5.0,3,0,63,0
5,7,1,2,1,1,30,5.0,6,0,60,0
8,4,1,2,2,1,35,3.0,8,0,52,0
8,2,3,1,1,2,42,3.0,17,0,52,0
8,4,1,1,1,1,32,3.0,5,0,47,0
8,2,1,1,2,1,30,5.0,6,1,91,1
8,13,3,1,2,1,39,3.0,6,0,48,0
2,22,1,1,2,1,29,1.0,4,0,61,0
6,7,1,1,2,1,40,3.0,8,0,69,0
9,2,3,2,2,1,52,3.0,3,0,79,0
5,29,1,1,2,1,26,3.0,3,0,60,0
8,13,1,1,1,1,52,4.0,9,0,50,0
5,27,3,1,2,1,38,5.0,7,0,66,1
8,4,1,1,1,1,33,5.0,7,0,51,0
8,7,1,1,1,1,41,3.0,6,0,48,0
5,31,1,2,2,1,26,5.0,4,0,62,0
9,2,1,2,1,1,55,2.0,13,0,78,0
8,11,,1,1,1,32,3.0,2,0,49,0
1,22,1,2,1,1,28,2.0,4,0,86,0
6,2,3,2,1,1,34,5.0,7,0,72,0
8,13,3,1,1,2,45,1.0,3,0,47,0
9,26,1,2,1,1,34,5.0,8,0,74,0
1,32,1,1,1,1,27,4.0,2,0,80,0
5,22,3,2,2,1,37,3.0,9,0,58,0
5,24,1,1,1,1,35,2.0,3,0,68,0
3,2,2,2,1,1,23,3.0,2,0,49,0
5,25,1,1,2,1,30,3.0,5,0,59,0
8,22,1,1,2,2,32,3.0,5,0,51,1
9,23,1,1,2,1,37,3.0,6,0,80,0
6,2,3,1,2,1,41,3.0,11,0,83,1
5,15,1,1,1,1,37,5.0,4,0,58,0
9,7,1,1,1,1,29,5.0,4,0,80,0
2,7,1,2,2,1,28,3.0,5,0,62,0
6,20,1,1,1,1,29,5.0,2,0,65,0
6,19,1,1,1,1,34,1.0,4,0,71,0
5,19,1,2,1,1,38,5.0,5,0,62,1
8,22,,1,1,2,25,,1,0,50,0
9,13,1,1,1,1,40,3.0,5,0,84,0
6,22,1,1,1,1,38,4.0,10,0,73,0
5,14,1,1,1,1,43,4.0,7,0,74,1
1,25,1,1,1,1,31,,1,0,84,0
8,10,1,1,2,1,32,5.0,3,0,90,1
8,23,1,2,1,1,34,5.0,6,0,46,0
8,31,1,1,2,2,35,3.0,7,0,51,0
6,22,1,1,2,1,36,3.0,7,0,68,0
5,15,1,1,1,1,33,5.0,3,0,93,1
5,29,3,1,1,1,36,3.0,6,0,61,0
5,7,1,2,1,1,30,3.0,2,0,52,0
1,15,1,1,1,1,29,5.0,4,0,84,0
5,32,1,2,1,1,30,5.0,2,0,62,0
9,15,1,1,1,2,49,5.0,19,0,80,1
8,22,1,1,1,1,29,4.0,3,0,53,1
5,23,1,1,1,3,31,3.0,4,0,61,0
7,27,1,1,1,2,31,1.0,4,0,88,0
2,2,,1,1,1,44,4.0,6,0,59,0
5,22,1,2,2,1,37,4.0,4,0,64,0
6,2,1,2,2,1,27,1.0,5,0,66,0
8,2,3,2,1,1,32,2.0,5,0,49,0
6,13,3,2,1,1,35,4.0,10,0,67,0
8,2,1,1,3,1,42,3.0,11,0,47,0
2,11,1,2,1,1,29,3.0,2,0,59,0
5,22,1,2,2,1,35,5.0,10,0,58,0
9,13,3,1,1,1,32,4.0,8,0,91,1
5,2,3,2,1,1,35,3.0,8,0,57,0
3,2,1,1,1,1,36,4.0,7,0,47,0
1,22,1,1,2,1,25,5.0,2,0,85,0
5,20,1,2,1,1,29,2.0,3,0,59,0
3,2,1,2,1,1,46,3.0,3,0,54,0
3,25,1,2,1,1,27,,1,0,48,0
6,2,1,2,2,1,34,3.0,3,0,69,0
1,15,,1,1,1,31,3.0,4,0,82,0
9,5,1,2,1,1,28,3.0,4,0,82,0
9,5,1,1,1,1,35,5.0,7,0,80,0
5,22,3,1,1,1,51,5.0,5,0,61,0
1,9,,1,2,2,33,3.0,6,0,85,0
8,26,1,2,2,2,30,3.0,2,0,48,0
9,26,1,1,2,1,36,1.0,10,0,80,0
8,33,3,1,2,1,36,5.0,3,0,49,0
8,7,1,1,1,3,42,1.0,13,0,45,0
8,5,1,1,1,1,44,5.0,11,0,53,0
8,1,1,1,2,2,36,3.0,7,0,50,0
8,15,1,1,2,3,34,1.0,7,0,51,0
8,31,1,1,2,3,27,,1,0,51,0
1,7,3,1,1,1,46,5.0,14,0,82,0
9,31,1,1,1,1,39,3.0,12,0,80,1
5,22,3,1,1,1,44,2.0,11,0,58,0
5,4,3,2,1,1,45,5.0,2,0,58,1
2,2,1,2,1,2,28,5.0,6,0,60,0
7,4,3,1,2,2,41,5.0,4,0,93,0
8,1,3,1,2,1,34,3.0,3,0,62,1
3,22,3,1,2,1,36,1.0,5,0,52,0
1,3,1,1,2,2,29,3.0,3,0,83,0
6,2,1,2,2,1,28,1.0,5,0,70,0
1,32,,1,2,2,28,4.0,1,0,84,0
8,2,,2,1,1,22,,1,0,45,0
8,30,1,2,2,1,28,3.0,3,0,50,0
9,22,3,1,2,1,38,3.0,10,0,81,0
3,22,3,2,2,1,34,1.0,9,0,52,0
2,4,3,2,1,1,43,3.0,16,0,60,0
8,2,3,1,3,1,32,5.0,7,0,48,0
1,2,1,1,1,2,26,4.0,3,0,86,0
5,22,3,1,1,2,37,5.0,3,0,60,0
1,22,1,1,2,2,27,5.0,3,0,80,1
9,13,1,1,2,1,30,3.0,7,0,81,0
8,3,3,1,1,1,33,5.0,3,0,46,0
8,2,3,1,1,2,55,2.0,19,0,48,0
9,4,1,1,2,1,31,,1,0,81,0
8,12,1,1,2,1,26,3.0,1,0,48,0
8,2,1,2,1,1,51,3.0,17,0,50,0
5,15,3,2,2,1,36,4.0,10,0,61,0
2,13,1,2,2,1,27,3.0,3,0,59,0
5,2,1,2,2,1,58,5.0,17,0,62,0
2,2,2,1,1,2,23,,1,0,59,0
1,27,1,1,1,2,26,5.0,3,0,85,0
9,13,1,1,2,1,25,,1,0,82,0
5,2,3,1,2,1,50,4.0,17,0,60,0
5,7,3,2,1,1,39,5.0,3,0,65,0
8,28,1,2,2,1,33,1.0,8,0,46,0
9,29,1,1,1,2,29,2.0,2,0,74,0
5,16,1,1,1,2,31,4.0,5,0,63,0
7,2,1,2,1,1,35,5.0,6,0,89,0
8,24,1,1,2,2,26,2.0,2,0,48,0
8,15,1,1,2,1,42,4.0,4,0,53,0
8,13,1,1,1,1,28,3.0,4,0,47,0
8,26,1,1,2,1,42,5.0,11,0,49,0
3,7,1,1,1,2,34,4.0,10,0,47,0
8,22,1,1,1,2,35,5.0,6,0,51,0
8,31,1,1,2,1,30,,1,0,87,1
1,32,1,2,1,1,28,3.0,5,0,82,0
6,13,3,1,1,1,41,1.0,12,0,70,0
8,13,1,1,2,1,32,3.0,7,0,53,0
8,22,,1,2,1,27,3.0,4,0,55,0
1,22,1,2,2,1,27,3.0,4,0,81,0
8,31,1,1,1,1,36,3.0,5,0,48,0
2,30,1,2,1,1,27,,1,0,58,1
3,22,3,2,2,1,36,2.0,3,0,52,0
6,6,1,1,1,1,31,4.0,4,0,68,0
8,26,1,2,2,1,26,5.0,3,0,51,0
8,2,1,2,1,1,53,3.0,18,0,47,0
6,20,1,2,1,1,35,3.0,10,0,73,0
9,26,1,1,1,1,50,2.0,24,0,79,0
8,19,1,1,1,2,33,4.0,8,0,50,1
5,22,3,1,2,1,38,5.0,2,0,60,1
6,10,3,1,1,1,36,3.0,9,0,67,0
9,7,3,2,2,1,49,3.0,18,0,81,0
8,2,1,1,3,2,31,5.0,6,0,48,0
2,22,1,1,1,1,25,,1,0,56,0
5,29,1,2,2,1,27,4.0,4,0,61,0
2,20,3,1,1,2,33,3.0,5,0,57,0
5,2,1,2,2,1,55,4.0,12,0,59,0
8,22,1,1,2,2,26,4.0,4,0,60,1
8,16,1,1,2,1,49,3.0,13,0,49,0
1,7,,1,1,1,25,4.0,3,0,82,0
5,8,3,1,1,1,38,3.0,8,0,63,1
8,2,1,1,2,1,49,1.0,13,0,51,0
5,29,3,1,2,1,37,1.0,3,0,63,0
8,17,1,1,1,1,26,,1,0,50,0
2,15,1,1,2,1,30,3.0,3,0,58,0
8,2,3,1,1,2,37,3.0,3,0,50,0
8,26,1,1,2,1,51,3.0,4,0,54,0
5,2,3,2,1,2,36,3.0,3,0,58,0
5,21,1,1,1,1,33,2.0,8,0,66,0
3,2,1,2,2,1,30,5.0,7,0,52,1
6,16,1,2,1,1,32,3.0,6,0,70,0
8,11,1,1,2,2,29,1.0,6,0,49,0
5,7,3,2,1,1,36,4.0,7,0,62,0
8,26,1,1,1,1,53,5.0,3,0,48,0
8,2,1,1,2,1,37,1.0,6,0,46,0
8,23,1,1,2,1,28,4.0,4,0,48,0
3,2,1,1,2,1,27,4.0,4,0,48,0
4,2,1,2,2,1,30,,1,0,61,0
9,17,1,1,2,1,27,4.0,4,0,78,0
7,2,1,1,2,1,35,4.0,8,0,87,0
8,19,1,1,1,3,37,3.0,3,0,50,0
8,26,1,1,1,1,41,2.0,8,0,46,0
5,4,3,1,1,1,38,5.0,9,0,78,1
3,26,1,2,2,1,26,3.0,4,0,50,0
8,2,1,2,2,1,40,1.0,9,0,49,0
5,26,1,1,2,1,28,,1,0,58,0
6,11,1,2,1,1,33,4.0,2,0,69,0
6,29,1,2,1,1,28,3.0,4,0,72,0
6,17,1,2,1,1,39,4.0,11,0,71,0
6,13,3,2,1,1,33,3.0,5,0,70,0
8,24,1,1,1,1,33,1.0,7,0,46,0
8,32,1,1,2,3,26,3.0,4,0,49,0
8,2,,1,1,1,50,1.0,6,0,51,0
6,7,1,1,1,3,35,3.0,7,0,68,0
5,22,1,2,1,1,29,3.0,5,0,58,0
9,26,1,1,2,1,48,5.0,19,0,78,1
5,2,1,1,1,2,26,,1,0,56,0
9,13,3,2,1,1,33,3.0,6,0,82,0
5,29,1,1,1,1,25,3.0,2,0,61,0
5,27,1,1,1,1,30,3.0,5,0,61,0
3,2,1,1,1,1,27,1.0,3,0,48,0
5,5,1,1,1,2,32,3.0,4,0,57,0
9,13,1,2,1,1,30,5.0,6,0,80,0
5,16,1,1,2,1,29,4.0,2,1,72,1
5,2,3,1,1,1,46,4.0,4,0,61,0
6,2,3,1,2,1,53,3.0,3,0,72,0
9,22,3,1,1,1,37,1.0,4,0,75,0
7,26,3,1,2,1,33,3.0,6,0,94,1
8,20,3,1,1,1,38,3.0,10,0,49,0
6,15,1,1,2,1,33,3.0,7,0,72,0
6,20,1,1,1,1,32,4.0,4,0,74,0
1,16,1,1,1,1,33,5.0,9,0,86,0
8,11,1,2,2,2,29,1.0,3,0,49,0
8,13,1,1,1,1,40,1.0,7,0,47,0
8,2,3,2,2,1,44,5.0,11,0,47,0
6,22,3,2,1,3,32,3.0,3,0,64,0
1,22,1,1,3,2,28,5.0,6,0,87,0
5,5,1,1,1,1,31,3.0,7,0,55,0
9,10,3,2,1,1,36,1.0,2,0,76,0
4,2,3,2,2,1,37,3.0,7,0,58,0
6,17,1,2,1,1,32,5.0,4,0,72,0
5,2,3,2,2,1,40,1.0,8,0,55,0
9,5,1,1,1,1,32,3.0,7,0,77,0
1,32,1,1,2,1,30,5.0,7,0,86,0
3,24,1,1,1,1,32,4.0,2,0,49,0
6,7,3,1,1,1,37,4.0,10,0,64,0
8,15,,1,2,1,23,2.0,2,0,55,0
7,13,3,1,1,1,38,5.0,4,0,86,0
6,15,3,2,2,1,33,5.0,6,0,66,0
8,1,3,1,1,1,30,1.0,1,0,50,0
1,9,1,1,2,1,33,3.0,2,0,83,0
5,15,1,1,3,1,32,4.0,4,0,65,0
9,26,3,1,2,1,51,3.0,19,0,78,0
8,22,1,1,1,2,27,4.0,6,0,51,0
6,34,1,1,1,1,40,5.0,12,0,68,0
9,2,1,2,1,2,26,3.0,4,0,80,0
5,2,3,2,2,1,56,3.0,15,0,59,0
3,26,3,1,1,1,32,3.0,9,0,56,0
1,13,3,1,1,1,33,3.0,6,0,87,0
8,22,1,2,2,1,26,3.0,2,0,54,0
2,2,1,1,1,1,38,5.0,4,0,59,0
8,2,1,1,2,2,26,,1,0,49,0
7,13,3,1,1,1,36,5.0,2,0,85,0
1,20,1,1,1,2,31,5.0,6,0,87,1
